Number,Short description,Assignment group,Close notes,Tags,Classification
INC4013923,TIA Claims batch jobs got failed,AZTEC.GAP.PAAS-SAS-CL-2ND,"
Dscription: Request to kill the process
Solution: The process has been killed as requested.",AZ UK, SAS Performance
INC3651759,PAAS - Cube job is running longer - Production,AZTEC.GAP.PAAS-SAS-CL-2ND,OLAP server was restarted by the user and it is working fine now. OLAP server log for the requested time frame has been attached here,AZ UK, SAS Performance
INC3957513,Batch Job Failure:'AZUK_J_ITDATA_MIS_EICLAIMTIA_VEW_MOTOR_VIEW' RunID:'0068928178' Client:'1140',AZTEC.GAP.PAAS-SAS-CL-2ND,"IT: Service request
D: To kill the process id 900080 on the sla08897.srv.allianz.
R: As requested we have killed the process id.",AZ UK, SAS -   UC4  Job Issues
INC3855789,Linux patching failed dataset,AZTEC.GAP.PAAS-SAS-CL-2ND,Restored table successfully,AZ UK, SAS Service Requests
INC3130385,Issue with uc4 production queue,AZTEC.GAP.PAAS-SAS-CL-2ND,We have observed that the queue is inactive and after restarting the MBATCHD services it is up and running. Now the jobs are running fine.,AZ UK, SAS -   UC4  Job Issues
INC3682071,TIA Claims batch job got failed due to lock issue,AZTEC.GAP.PAAS-SAS-CL-2ND,"As requested process id 3542390  has been killed in sla08897.srv.allianz  .

",AZ UK, SAS Others
INC3516141,KB0026601 - OLAP - cube jobs are long running,AZTEC.GAP.PAAS-SAS-CL-2ND,Resolved,AZ UK, SAS Performance
INC4493020,Client EUROTA 1156/1157 Restarted Multiple Times,AZTEC.GAP.PAAS-SAS-CL-2ND,"IT: Service restart request.
D: EUROTA agent restart on E1 and E2 DEV.
R: As requested we have restarted the uc4EUROTA agent on E1 and E2 DEV severs.",AZ Technology, SAS Service Requests
INC3677690,Batch Job Failure:'AZUK_J_ITDATA_MIS_ACTMD040_SACMD240_STREAM07' RunID:'0067247043' Client:'1140',AZTEC.GAP.PAAS-SAS-CL-2ND,We have killed the process  2617219 on  sla11458.srv.allianz,AZ UK, SAS Others
INC4545811,TIA Claims jobs got failed due to lock,AZTEC.GAP.PAAS-SAS-CL-2ND,"Description: TIA Claims jobs got failed due to lock
Type: sr
resolution : request completed",AZ UK, SAS Server Issue
INC2731798,PAAS applications MISCL461 and MISCL047 Email job issues,AZTEC.GAP.PAAS-SAS-CL-2ND,"As per user confirmation, the  issue has been resolved.",AZ UK, SAS -   UC4  Job Issues
INC3682256,ClaimCenter MI Extract Batch Job - 15/10/2019,AZTEC.GAP.PAAS-SAS-CL-2ND,"
Description: Restore all the files under /project/biuk/azukbi1/data/prod_plat_11/claims/claimcentre/ as on 14/10/2019

Incident Type: File Restore .

Resolution steps:
We have raised operational service requests with backup team with all required details.
Backup Team has been restored the files specified in the request.
User has confirmed that all looks fine after restoration.",AZ UK,
INC3066079,ERROR: Email server did not respond :: INC2890948,AZTEC.GAP.PAAS-SAS-CL-2ND,"Dear Anand,
User confirmed over the mail that works again.
Action :- We have changed the configuration for emailackwait time out from 90 to 120 sec, Here if SAS SMTP server does not received response with in specified time duration, the email will not sent and we'll get error 'Email server did not respond.'
Thank you.
Kind Regards,
D Srinivasulu
",AZ UK, SAS Network Issue
INC3741118,FW:  jobs are running longer than expected - Production ,AZTEC.GAP.PAAS-SAS-CL-2ND,"IT: Batch jobs slowness
D:  Jobs are running longer than expected - Production 
R: Duplicate ticket. We are working on this ticket#INC3741276.",AZ UK, SAS Performance
INC3517486,TIA Claims jobs got failed,AZTEC.GAP.PAAS-SAS-CL-2ND,"Dear Team,
As per your request, We have terminated the process.
Thanks ",AZ UK, SAS Performance
INC4487035,Client EUROTA 1156/1157 Restarted Multiple Times,AZTEC.GAP.PAAS-SAS-CL-2ND,"IT: Restart UC4 service on E1 DEV.
D: Restart the uc4EUROTA agent on E1 DEV.
R: As requested we have restarted the uc4EUROTA agent in E1 DEV.",AZ France, SAS -   UC4  Job Issues
INC3196838,SAS Portal - Errors and Problems (INC3184574),AZTEC.GAP.PAAS-SAS-CL-2ND,The issue is resolved,AZ Germany, SAS Access Issue
INC3184574,SAS Portal - Errors and Problems,AZTEC.GAP.PAAS-SAS-CL-2ND,"Dear Team,
Latest email communication details has been attached.  So we have shares the complete details to user.
So we're resolving this tickets.
Thank you.
D Srinivasulu",AZ Germany, SAS Access Issue
INC4366893,SR: Increase available space on /project/bishr/frdita on biab-sg-int.srv.allianz (ex: sla08893),AZTEC.GAP.PAAS-SAS-CL-2ND,"Description :  Increase available space on /project/bishr/frdita on biab-sg-int.srv.allianz (ex: sla08893)
Type: service request
Resolution : Incident closed as requested by the user",AZ Benelux, SAS Filesystem/Quota
INC4761837,SR: Delete objects on kfrar012.srv.allianz,AZTEC.GAP.PAAS-SAS-CL-2ND,"Description: SR: Delete objects on kfrar012.srv.allianz
Issue Type: SAS Service Request.
Resolution: As requested , we have deleted sqlldr directory under /var/opt/data/data_project/fraudazd/data. User has confirmed to close the incident.",AZ Germany, SAS Service Requests
INC3200038,Add entries to tnsnames.ora,AZTEC.GAP.PAAS-SAS-CL-2ND,The request has been completed,AZ Germany, SAS Database
INC3692156,Configuration of Oracle services in the TNS names file,AZTEC.GAP.PAAS-SAS-CL-2ND,"Description: New Entry to be added in tnsname file.

Incident Type: SAS Database.

Resolution steps:
Took  backup of tnsname.ora file before changes
New entry has been added in the tnsname.ora file.
User has confirmed that new entry is working fine after changes.
",AZ Germany, SAS Database
INC4285123,SR: Configuration of Oracle services in the TNS names file,AZTEC.GAP.PAAS-SAS-CL-2ND,"Incident Description:SR: Configuration of Oracle services in the TNS names file
Issue Type: SAS Database
Resolution Steps: As requested new entries are added in tnsnames.ora file. Customer has confirmed that we can close the ticket.",AZ Benelux, SAS Database
INC4267513,SR: Configuration of Oracle services in the TNS names file,AZTEC.GAP.PAAS-SAS-CL-2ND,"Incident Description:SR: Configuration of Oracle services in the TNS names file
Issue Type: SAS Database
Resolution Steps:New entry has been added tnsnames.ora file.Sent email to Customer.",AZ Benelux, SAS Database
INC4516840,SR: Configuration of Oracle services in the TNS names file,AZTEC.GAP.PAAS-SAS-CL-2ND,"Incident Description: SR: Configuration of Oracle services in the TNS names file
Issue Type: SAS Dsatabase
Resolution Steps: As requested tnsnames.ora has been updated with new entries. User has confirmed to close the ticket.
",AZ Germany, SAS Database
INC4185943,Configuration of Oracle services in the TNS names file,AZTEC.GAP.PAAS-SAS-CL-2ND,"Incident Description: Configuration of Oracle services in the TNS names file
Issue Type: SAS Database
Resolution Stesps: As requested we have added below mentioned entry in tnsnames.ora file on AZD prod environment (kfrar003.srv.allianz). ",AZ Germany, SAS Database
INC4105426,Configuration of Oracle services in the TNS names file,AZTEC.GAP.PAAS-SAS-CL-2ND,"IT: Oracle services in the TNS names file
D: Configuration of Oracle services in the TNS names file
R: After updating the TNS names with the below format, user was able to view the tables in the library. 

I_DEU_REP =
  (DESCRIPTION =
    (ADDRESS=(PROTOCOL=TCP)(HOST= dm32-e2-scan.srv.allianz)(PORT=1521))
    (CONNECT_DATA =
      (SERVER = DEDICATED)
      (SERVICE_NAME = I_DEU_REP)
    )
  )",AZ Germany, SAS Database
INC2823466,Enabling X commands for SAS (online/batch) for FMO DEV/INT/PRD,AZTEC.GAP.PAAS-SAS-CL-2ND,Closing the ticket on user confirmation,AZ Benelux, SAS Others
INC3965693,SR: Configuration of Oracle services in the TNS names file,AZTEC.GAP.PAAS-SAS-CL-2ND,"Incident type : Service request
Resolution : Completed the request",AZ Benelux, SAS Database
INC4333912,Add user as owner,AZTEC.GAP.PAAS-SAS-CL-2ND,"IT: Access issue
D: Add user as owner for one of the UNIX group.
R: Advised to submit a GIAM request.",AZ Germany, SAS Access Issue
INC4333984,Change permissions of file on kfrar003.srv.allianz,AZTEC.GAP.PAAS-SAS-CL-2ND,"IT: File permission on unix server.
D: Change permissions of file on kfrar003.srv.allianz
R: Changed the file permission to 777.",AZ Germany, SAS Access Issue
INC4772221,SR: Delete objects on kfrar003.srv.allianz,AZTEC.GAP.PAAS-SAS-CL-2ND,"Description: SR: Delete objects on kfrar003.srv.allianz
Issue Type: SAS Space Issue
Resolution :Files have  been deleted as requested and User has confirmed that we can close the ticket now.",AZ Germany, SAS Service Requests
INC4778569,SR: Delete objects on kfrar012.srv.allianz,AZTEC.GAP.PAAS-SAS-CL-2ND,"Description: SR: Delete objects on kfrar012.srv.allianz
Issue Type: SAS Service Request
Resolution: As requested todel_batch directory has been  deleted under /var/opt/data/data_project/fraudazd/logs. User has confirmed to close the ticket.",AZ Germany, SAS Service Requests
INC2688033,SAS Enterprise Guide - Problem with Certificates,AZTEC.GAP.PAAS-SAS-CL-2ND,"As per user confirmation on jabber, the issue has been resolved. The EG Version the user is using is not compatible with a setting which was enabled with M5 upgrade.
We now disabled the  setting. 
",AZ Germany, SAS Access Issue
INC2885587,ZOVI Info Agent - Anwender möchte die Installation SAS Enterprice Guide einleite,AZTEC.GAP.PAAS-SAS-CL-2ND,Resolved,AZ Germany, SAS AVC Client Issue
INC3047105,Win7 - SAS Enterprise Guide: Datei ist nicht vorhanden,AZTEC.GAP.PAAS-SAS-CL-2ND,Resolved,AZ Germany, SAS Others
INC3711164,SAS Enterprise Guide fehlt,AZTEC.GAP.PAAS-SAS-CL-2ND,"Incident Type : Access issue
Resolution : Advised user to contact hotline for reinstalling sas eg on local machine",AZ Germany, SAS Access Issue
INC3417250,"Restart ObjectSpawner außerhalb Dialogzeiten (8-18h), da sporadisch kann keine Verbindung zu Sas (Projekt vtdb) aufgebaut werden kann",AZTEC.GAP.PAAS-SAS-CL-2ND,"As requested, we have restarted the ObjectSpawner for the project vt_db on biec-sg-prod server.",AZ Germany, SAS Service Requests
INC3538957,VT-Dialog timed out while connecting  to SAS Project VTDB (Connection timeout is 15 sec) - no functions available,AZTEC.GAP.PAAS-SAS-CL-2ND,Resolved,AZ Germany, SAS Server Issue
INC3430153,SAS Enterprise Guide - Fehlermeldung bei Öffnung,AZTEC.GAP.PAAS-SAS-CL-2ND,"Dear Team,
Here User facing issue with Unix group identity, due to that user unable to access SAS EG.
So we have share the workaround details and User contected LEGBA for Unix groups.
So we're closing this ticket with user acceptance.
Thanks you.
,Regards.
D Srinivasulu",AZ Germany, SAS Access Issue
INC3035040,SAS WRS PROD: reports running infinetly,AZTEC.GAP.PAAS-SAS-CL-2ND,"After restart of the OLAP server, reports are working fine. User confirmed to close the ticket.",AZ France, SAS Performance
INC4589438,SAS WRS on GAOEM: cannot open reports,AZTEC.GAP.PAAS-SAS-CL-2ND,"Description: SAS WRS on GAOEM: cannot open reports
Type: sas server issue
Resolution : Server restarted. Working fine now",AZ Germany, SAS Server Issue
INC3089172,Win7 - startSAS.exe funktioniert nicht mehr,AZTEC.GAP.PAAS-SAS-CL-2ND,"Issue is resolved. 

Master ticket: INC3089592",AZ Germany, SAS Others
INC3562150,SAS WRS PROD: unable to open reports,AZTEC.GAP.PAAS-SAS-CL-2ND,"The issue has been resolved. As per user confirmation, we are closing the ticket",AZ Germany, SAS Performance
INC3044155,SAS WRS PROD: unable to open reports,AZTEC.GAP.PAAS-SAS-CL-2ND,"After restarting the Olap Server, the issue resolved and confirmed same fro the user.",AZ France, SAS Server Issue
INC2582320,VWAUTO SAS WRS: cannot open reports,AZTEC.GAP.PAAS-SAS-CL-2ND,After restart of the OLAP server of VWAUTO project the issue is resolved. ,AZ Germany, SAS Server Issue
INC3010294,SAS PROD: work 50% full but no Jobs running,AZTEC.GAP.PAAS-SAS-CL-2ND,"We can't hold the incident for a long time. Could you please raise a new ticket for any further assistance is required. We are going to close this incident for now. 

User confirmed to close the ticket (email attached).",AZ Germany, SAS Filesystem/Quota
INC3823785,SAS Anwendung Operative Steuerung Start fehler,AZTEC.GAP.PAAS-SAS-CL-2ND,"Issue Description: opsteu application stuck on initialization on Prod environment.
Issue Type: SAS Server issue
Resolution Steps: File system, which was incorrectly mounted was corrected on web sever (kfrar010.srv.allianz ). User was also informed over email after the issue was resolved.",AZ Germany, SAS Performance
INC2758150,SAS - Sign in to SAS,AZTEC.GAP.PAAS-SAS-CL-2ND,"The Link works for me,

Thank you!

Mit freundlichen Grüßen,

Andreas Lemke
Stellv. Gruppenleiter Stationär 3

Allianz Private Krankenversicherungs-AG
10870 Berlin
Tel.: 0421 3364 34348
Fax: 0800 4 400 103
",AZ Germany, SAS Others
INC4410034,Quota Change bobi,AZTEC.GAP.PAAS-SAS-CL-2ND,"Incident Description: Quota Change for  bobi project
Issue Type: SAS Filesystem/Quota
Resolution Steps: As requested we have increased quota for work area for bobi project. 

New quota is reflecting after changes.

                                                                                                    ---- Space ---  ---- Inode ---
Path                                                          Instance    Purpose     Project       Quota   Usage   Quota   Usage
------------------------------------------------              ----------  ----------  ----------    ------  ------  ------  ------
/var/opt/data/data_log/sas94/app/level_root/bobi              azd         log         bobi          10      1       0       144
/var/opt/data/data_project/bobi                               azd         project     bobi          2561    2217    0       11326
/var/opt/data/data_work/bobi                                  azd         work        bobi          800     214     0       128
",AZ Germany, SAS Filesystem/Quota
INC4275101,"[SAS] :: [ALL] :: Service Request for Project ""p8kaa, p8kaabi """,AZTEC.GAP.PAAS-SAS-CL-2ND,"Incident Description: [SAS] :: [ALL] :: Service Request for Project ""p8kaa, p8kaabi ""
Issue Type: SAS Configiration changes
Resolution Steps: As requested we have enabled the -xcmd option for the projects p8kaa, p8kaabi (on all stages).Customer has also confirmed the same.",AZ Germany, sas configuration
INC3908845,Windows 10 - SAS EG server access,AZTEC.GAP.PAAS-SAS-CL-2ND,"Incident type : sas access issue
Resolution : corrected on webex",AZ Reinsurance, SAS Others
INC2970960,SAS -  Anwendung startet nicht,AZTEC.GAP.PAAS-SAS-CL-2ND,This was a temporary issue. The issue does not exist anymore. Hence closing the ticket,AZ Germany, SAS Platform Access/Availability
INC3813547,SAS - Application Virtualization Fehler - Anwendung startet nicht,AZTEC.GAP.PAAS-SAS-CL-2ND,"Incident Description: SAS Portal not opening.
Incident Type: SAS  Performance issue 
Resolution steps: We raised P2 ticket with IBM and they resolved the issue. Then we restarted sas services on webapp server and object spwaner based on project on application server and all worked fine.
Please find the below comments by IBM
The error is related to change CHG0120556. Due to big workload caused by application recovery group switching was not handled properly by Spectrum Scale. For now the cluster is stable, all filesystems are available",AZ Germany, SAS AVC Client Issue - Vitualization
INC3872823,Issue in SAS batch process job ,AZTEC.GAP.PAAS-SAS-CL-2ND,"IT: Issue with Batch Jobs
D: Issue in SAS batch process job 
R: Jobs ran sucesssfull now. User confirmed to close the tikcet.
Due to month end more jobs are running jobs are on the system causes the performance issues.",AZ Reinsurance, SAS Performance
INC4069712,System is very slow (tdbpce in PROD). Incident reported via mail in parallel.,AZTEC.GAP.PAAS-SAS-CL-2ND,"Description : System is very slow (tdbpce in PROD). Incident reported via mail in parallel.
Type : Performance
Resolution : Issue ceased to exist",AZ France, SAS Platform Access/Availability
INC4238561,SAS Profile  missing after upgrade,AZTEC.GAP.PAAS-SAS-CL-2ND,"Issue: user was not aware of how to select the profile.

Solution: guided user to select and she was able to connect to the profile.",AZ Reinsurance, SAS AVC Client Issue
INC2538234,Error in the /etc/pam.d/system-auth file that is delivered by sysconf to redhat7,AZTEC.GAP.PAAS-SAS-CL-2ND,Got the information from the UNIX Team. Thanks.,AZ Germany, SAS Linux Server
INC3222017,technical user bgdft can't transfer files to /project/bilayer/bilayer/transfer/transADMP on biaa-sg-prod ,AZTEC.GAP.PAAS-SAS-CL-2ND,The user was adviced to get the required unix groups through giam,Allianz Tech-BI Layer, SAS Access Issue
